Agent Name,Wins,Losses,Performance
Generation:,1,Num Of Bots,256,PlatVal,1
SRXT,255,255,0.0,Weights:,0.198,-0.833,-0.568,0.638,-0.475,0.496,-0.751,-0.15,-0.124,0.005,0.568,0.198,0.811,0.458,0.717,-0.631,0.751,-0.065,-0.63,-0.051,0.46,-0.211,0.53,-0.716,-0.061,0.338,0.115,0.814,0.012,0.515,-0.562,-0.623,0.511,-0.057,-0.075,-0.047,-0.791,0.67,-0.708,0.033,0.21,0.359,0.078,-0.418,-0.574,0.428,-0.411,0.896,-0.508,0.002
WUDD,255,255,0.0,Weights:,0.354,-0.43,0.547,-0.373,-0.798,0.262,-0.806,-0.339,-0.213,0.291,-0.161,-0.852,0.497,-0.425,0.017,-0.24,-0.365,-0.3,0.057,-0.203,0.464,-0.81,0.484,-0.248,0.524,-0.349,-0.197,0.23,-0.654,-0.158,0.415,0.065,0.073,0.714,-0.403,0.486,-0.712,0.773,0.608,0.62,-0.701,-0.455,0.516,0.687,0.774,-0.67,-0.776,0.296,0.424,-0.759
TGDE,255,255,0.0,Weights:,-0.596,0.081,-0.813,0.421,-0.442,0.006,-0.335,-0.056,-0.257,0.801,-0.7,-0.187,-0.832,0.691,-0.308,0.893,0.454,0.815,0.319,-0.013,0.791,-0.274,-0.412,-0.618,0.089,-0.358,0.327,0.463,-0.083,0.547,0.161,0.605,0.845,0.626,-0.046,0.403,0.586,0.138,0.283,0.84,-0.89,-0.068,-0.753,0.495,0.076,-0.818,0.583,0.44,0.862,-0.585
ONOW,255,255,0.0,Weights:,-0.013,-0.145,-0.794,0.837,-0.387,-0.415,0.125,0.582,0.868,0.313,0.222,-0.528,0.399,-0.823,0.67,-0.031,0.33,-0.655,0.779,0.214,-0.558,-0.368,0.787,-0.817,0.01,-0.511,0.552,0.646,-0.062,0.181,0.06,0.22,0.587,0.284,-0.87,0.56,0.481,0.85,0.077,-0.515,-0.773,-0.744,-0.071,-0.595,0.042,-0.586,0.678,0.546,-0.225,0.822
RGXG,255,255,0.0,Weights:,0.781,-0.506,-0.439,0.056,-0.835,0.599,-0.71,0.565,-0.122,-0.532,-0.081,-0.635,0.404,0.79,-0.276,-0.862,-0.588,0.724,0.701,-0.616,-0.439,0.692,-0.458,-0.645,0.409,0.573,0.705,0.06,0.55,0.216,0.147,-0.692,-0.248,0.058,-0.06,-0.362,-0.738,0.704,0.014,-0.35,0.867,0.587,-0.557,-0.766,0.417,-0.713,-0.343,-0.768,0.154,0.524
IFDX,255,255,0.0,Weights:,-0.719,-0.252,-0.818,0.295,-0.697,0.443,0.493,0.41,-0.187,0.226,0.776,0.05,-0.327,-0.279,0.058,-0.319,0.421,0.9,-0.551,0.622,0.889,0.229,-0.021,-0.551,0.695,0.741,0.447,0.493,0.46,-0.189,0.382,0.456,-0.279,-0.096,-0.211,-0.651,0.21,-0.814,-0.674,0.013,0.298,-0.382,0.757,0.207,-0.218,-0.707,0.11,-0.438,0.227,-0.719
PIKL,255,255,0.0,Weights:,0.301,-0.621,-0.54,0.436,0.847,0.641,0.04,-0.727,-0.653,-0.003,-0.029,0.709,-0.812,-0.412,-0.444,-0.543,0.801,0.409,-0.717,0.133,0.006,-0.499,-0.749,-0.53,-0.772,-0.228,-0.461,-0.525,-0.579,0.176,0.114,0.553,0.4,0.358,0.81,-0.32,-0.124,0.18,-0.269,-0.221,0.021,-0.512,0.632,0.383,-0.781,0.886,0.641,-0.165,-0.107,-0.23
UTCQ,255,255,0.0,Weights:,0.388,0.131,0.896,0.406,0.591,-0.046,-0.459,-0.78,-0.562,0.225,0.659,-0.441,-0.154,-0.831,0.341,0.645,0.751,-0.151,-0.651,0.37,-0.065,-0.702,-0.852,0.28,-0.54,0.31,-0.432,-0.727,0.62,0.833,0.402,0.652,-0.626,0.049,-0.358,0.781,-0.532,-0.016,0.776,0.683,-0.634,-0.402,0.488,0.524,-0.595,0.242,-0.159,-0.74,-0.572,-0.25
QGAN,255,255,0.0,Weights:,-0.105,-0.715,-0.485,0.516,-0.459,0.337,0.844,-0.481,-0.898,0.307,0.641,0.136,-0.027,-0.192,0.554,0.886,-0.241,0.155,0.86,0.404,-0.813,0.761,0.029,-0.624,-0.127,-0.056,0.434,-0.887,-0.702,0.368,-0.034,-0.879,0.503,0.395,0.414,-0.045,-0.249,-0.344,0.344,-0.831,-0.617,-0.02,0.686,-0.281,-0.77,0.004,0.203,0.131,0.185,0.515
SDMY,255,255,0.0,Weights:,0.738,0.402,0.335,-0.393,-0.27,-0.094,0.744,-0.69,-0.523,0.229,-0.237,0.729,0.753,0.333,0.623,0.413,0.634,0.723,-0.591,-0.081,0.48,-0.873,0.619,-0.464,-0.235,0.893,-0.795,-0.717,0.713,0.463,0.011,-0.007,0.792,-0.231,0.087,-0.415,0.142,0.032,0.022,-0.618,0.323,0.344,0.547,0.098,-0.638,0.438,-0.625,-0.391,0.538,-0.418
QKUF,255,255,0.0,Weights:,0.519,0.383,0.417,-0.875,0.649,-0.342,-0.325,-0.175,-0.026,-0.553,-0.746,0.684,-0.9,0.07,0.451,-0.753,-0.372,0.231,-0.188,0.404,0.861,0.437,0.071,0.651,0.79,-0.224,-0.138,-0.235,0.536,-0.187,0.357,-0.261,-0.149,-0.748,-0.706,0.195,-0.182,-0.685,-0.689,-0.62,0.193,-0.023,-0.251,-0.218,-0.365,0.527,-0.454,-0.75,-0.464,-0.039
JECJ,255,255,0.0,Weights:,0.208,0.858,0.102,-0.335,0.46,0.167,-0.277,-0.474,-0.027,-0.399,0.264,0.712,0.721,-0.531,0.309,0.528,-0.115,0.159,-0.841,-0.27,-0.045,-0.011,-0.701,0.008,0.0,0.704,0.12,0.775,-0.638,0.612,0.013,-0.289,-0.018,-0.409,-0.114,-0.711,-0.49,0.4,-0.767,-0.842,0.099,-0.372,0.714,0.472,-0.159,0.582,0.893,-0.758,-0.806,-0.22
IPDQ,255,255,0.0,Weights:,-0.68,-0.549,0.674,0.415,-0.507,0.178,0.624,0.151,-0.463,-0.066,-0.205,0.143,-0.428,-0.228,-0.098,-0.726,0.106,0.475,-0.123,-0.187,-0.016,-0.189,0.237,0.592,0.358,0.271,0.761,-0.392,-0.684,-0.147,-0.778,-0.123,-0.128,-0.809,-0.407,0.354,0.081,-0.632,-0.306,-0.605,0.091,0.286,0.664,-0.708,-0.095,-0.898,0.289,0.421,0.266,0.099
RJNQ,255,255,0.0,Weights:,-0.866,0.12,-0.725,-0.822,0.766,-0.662,0.641,0.264,0.687,-0.744,-0.237,-0.689,-0.236,0.373,-0.502,0.097,-0.833,-0.424,-0.061,-0.068,0.001,0.744,-0.9,0.041,0.763,0.064,0.665,0.383,0.226,-0.842,-0.177,-0.518,-0.404,0.804,-0.497,0.093,0.274,-0.107,0.756,-0.666,-0.395,0.893,-0.08,-0.077,-0.602,0.748,-0.218,-0.598,0.367,0.831
QVVR,255,255,0.0,Weights:,-0.479,0.585,0.343,-0.403,0.641,-0.619,-0.515,0.544,-0.445,-0.282,-0.713,-0.481,-0.263,-0.729,-0.266,0.116,-0.041,0.625,0.057,0.437,-0.1,-0.81,-0.472,-0.59,0.325,0.693,-0.881,0.068,-0.308,0.857,0.736,-0.32,-0.572,0.449,0.699,-0.074,0.742,-0.276,0.353,0.335,-0.749,0.894,0.853,-0.498,-0.742,-0.245,0.709,0.34,-0.395,0.394
ETUH,255,255,0.0,Weights:,0.131,-0.053,-0.564,-0.029,-0.648,-0.89,0.336,-0.118,0.501,0.431,-0.247,-0.701,0.748,0.578,0.502,-0.763,-0.534,-0.804,0.456,0.484,0.047,-0.826,0.398,-0.272,-0.161,-0.113,-0.369,-0.142,-0.317,0.21,-0.195,0.555,0.374,0.478,-0.671,0.814,0.692,-0.079,0.592,0.781,-0.129,0.537,-0.644,-0.278,0.687,-0.011,-0.548,0.311,-0.258,0.341
XQTX,255,255,0.0,Weights:,-0.024,-0.537,0.501,0.07,0.048,0.314,0.634,0.449,-0.063,0.802,0.218,-0.263,-0.313,0.555,-0.273,-0.083,-0.201,0.397,0.3,-0.699,-0.44,0.282,-0.264,-0.744,-0.782,-0.862,0.548,0.042,0.296,0.451,0.358,0.464,0.009,0.589,-0.083,-0.34,-0.062,-0.556,0.447,-0.477,-0.044,-0.053,-0.189,0.08,-0.75,0.479,0.02,-0.643,0.178,0.544
CCIE,255,255,0.0,Weights:,-0.862,0.421,-0.34,0.189,-0.358,0.358,-0.151,-0.747,0.891,-0.699,-0.39,0.762,0.087,-0.3,0.574,-0.556,-0.354,0.105,-0.719,0.209,-0.885,-0.568,0.148,-0.405,-0.292,-0.558,-0.705,-0.818,0.369,-0.209,0.71,-0.841,0.75,-0.209,0.047,0.079,-0.728,-0.24,0.602,0.87,-0.067,-0.293,-0.205,0.388,-0.339,0.883,0.866,0.158,0.578,-0.833
VALN,255,255,0.0,Weights:,0.666,0.648,-0.34,0.755,0.287,-0.033,-0.708,-0.666,-0.363,-0.741,0.241,0.184,-0.471,0.628,0.257,0.302,-0.447,-0.346,0.365,-0.035,0.576,0.407,-0.234,0.034,-0.161,-0.036,-0.346,0.887,0.561,-0.237,-0.602,-0.83,-0.043,-0.636,0.294,-0.462,-0.49,0.838,0.023,-0.558,-0.286,0.699,0.895,-0.208,0.586,-0.592,-0.784,0.781,-0.315,0.387
CKYP,255,255,0.0,Weights:,-0.521,0.683,-0.156,0.13,-0.571,0.567,-0.414,-0.339,-0.335,-0.779,-0.804,0.262,0.462,-0.203,-0.309,-0.028,-0.193,0.149,-0.132,-0.633,0.064,0.868,0.297,0.346,0.612,0.16,-0.417,-0.196,0.349,-0.401,-0.291,-0.564,-0.593,-0.352,-0.586,0.11,0.297,0.327,-0.424,0.533,0.365,0.168,-0.675,-0.116,0.519,-0.485,-0.391,-0.622,-0.435,0.785
IMKU,255,255,0.0,Weights:,-0.524,0.707,-0.023,-0.776,0.844,0.351,-0.724,-0.536,0.827,0.887,0.733,0.532,0.282,-0.799,0.536,-0.286,0.227,-0.291,0.591,-0.796,-0.526,-0.283,-0.278,-0.755,0.292,0.328,0.624,-0.25,-0.107,0.657,-0.502,-0.73,-0.192,0.254,0.782,0.258,-0.694,-0.588,-0.65,-0.624,-0.527,0.847,-0.801,0.159,-0.445,0.267,-0.866,0.303,0.895,-0.596
VAPB,255,255,0.0,Weights:,-0.553,-0.155,0.51,0.371,-0.013,0.656,0.253,0.328,-0.862,-0.88,0.186,0.886,0.78,0.684,-0.724,-0.03,-0.62,-0.362,0.771,-0.181,-0.275,0.828,-0.83,0.613,0.88,-0.808,-0.039,-0.361,0.66,-0.242,-0.681,-0.002,0.64,0.891,0.754,0.767,0.314,-0.551,-0.467,-0.53,0.332,0.694,-0.192,0.51,-0.773,-0.639,0.358,0.495,-0.132,-0.569
VYQS,255,255,0.0,Weights:,-0.744,0.369,0.439,-0.672,0.384,0.877,0.514,-0.275,0.792,0.76,-0.011,-0.72,-0.4,-0.652,0.066,-0.657,-0.867,0.12,0.079,0.516,0.804,0.221,0.072,0.091,0.29,0.803,-0.551,0.082,-0.511,0.468,0.057,-0.277,0.322,0.018,-0.356,-0.141,-0.497,-0.677,-0.829,-0.508,0.373,0.134,0.421,0.61,0.582,0.574,-0.293,0.216,-0.482,0.587
WYOL,255,255,0.0,Weights:,0.092,-0.591,0.418,-0.889,-0.16,-0.328,-0.545,-0.397,-0.597,-0.766,0.285,-0.193,0.345,-0.37,-0.472,-0.598,-0.477,0.522,0.652,-0.821,0.05,0.012,0.634,-0.128,-0.459,-0.661,0.862,-0.247,-0.397,-0.1,0.221,-0.787,-0.112,0.859,-0.134,0.78,0.199,0.052,0.309,-0.701,0.652,0.585,0.274,-0.057,0.628,-0.229,-0.839,0.493,0.357,-0.712
DJWQ,255,255,0.0,Weights:,0.692,-0.418,-0.579,-0.389,-0.683,0.824,-0.874,-0.52,0.314,0.399,-0.463,0.648,0.054,0.682,-0.266,-0.788,-0.209,0.429,-0.163,-0.664,-0.044,0.477,-0.23,0.297,-0.311,-0.019,-0.183,0.409,0.206,-0.59,0.52,0.608,0.585,0.041,-0.059,-0.742,0.453,-0.444,-0.718,-0.254,-0.777,-0.065,-0.816,-0.448,0.707,-0.546,-0.781,0.438,0.455,-0.291
XSRB,255,255,0.0,Weights:,-0.505,-0.08,-0.547,0.081,-0.328,-0.452,0.584,0.372,-0.296,-0.825,0.559,-0.516,0.405,-0.778,-0.408,0.516,-0.386,0.27,0.834,0.826,-0.321,-0.874,0.117,0.209,-0.063,0.161,0.144,-0.744,0.076,-0.881,-0.033,-0.391,-0.855,-0.862,0.653,0.046,0.04,0.166,0.422,0.577,-0.666,-0.823,0.407,-0.681,-0.321,0.214,-0.228,0.756,-0.663,0.836
YUZX,255,255,0.0,Weights:,0.69,-0.471,0.379,-0.412,0.575,0.655,-0.406,-0.556,0.743,-0.273,0.361,0.51,-0.051,0.323,0.33,-0.117,0.763,-0.452,0.753,-0.33,0.716,0.359,0.023,-0.711,-0.478,0.223,-0.761,0.148,0.629,0.188,-0.521,-0.406,0.759,-0.518,0.317,-0.092,-0.108,-0.185,0.894,-0.516,-0.245,0.103,0.428,0.651,0.699,-0.635,-0.735,0.845,-0.011,-0.058
YYMP,255,255,0.0,Weights:,0.479,-0.269,-0.778,0.81,-0.853,0.458,0.257,-0.139,0.798,-0.453,0.318,0.434,0.739,0.69,0.777,0.783,-0.341,0.116,0.237,-0.099,0.168,0.255,-0.745,0.049,-0.253,-0.577,0.553,-0.039,-0.288,-0.622,-0.569,0.788,0.193,0.394,-0.095,-0.231,-0.092,0.344,0.599,-0.667,-0.692,-0.105,-0.781,-0.304,-0.474,0.166,0.894,0.785,-0.46,-0.78
HGVA,255,255,0.0,Weights:,0.601,-0.283,0.494,0.144,0.307,-0.016,-0.045,-0.58,0.862,0.532,0.371,0.047,0.753,0.202,0.165,-0.722,-0.511,-0.658,0.553,-0.531,0.131,-0.658,0.045,-0.881,0.703,0.886,0.067,0.548,0.483,-0.451,0.526,0.467,-0.171,0.748,0.288,0.757,-0.57,0.414,-0.04,-0.153,0.084,0.674,0.123,-0.571,-0.394,0.034,-0.891,-0.871,0.526,-0.504
KXVU,255,255,0.0,Weights:,0.122,-0.147,0.769,-0.325,0.676,-0.803,0.695,-0.338,0.026,0.85,0.727,-0.521,0.239,-0.522,-0.822,-0.108,-0.377,-0.73,0.505,0.596,0.634,-0.564,0.192,-0.402,0.174,-0.007,-0.604,0.865,-0.053,0.748,-0.006,0.548,-0.06,0.155,-0.389,-0.123,-0.781,0.778,0.77,0.376,-0.479,-0.624,0.582,-0.269,0.578,0.354,0.581,-0.661,-0.515,0.721
BGSS,255,255,0.0,Weights:,0.329,0.351,-0.503,0.363,0.318,-0.107,-0.668,0.579,0.429,-0.649,-0.763,-0.083,0.221,0.649,-0.763,-0.249,0.035,0.818,-0.764,-0.056,0.7,-0.217,-0.896,-0.109,0.147,0.087,0.427,-0.599,0.837,-0.795,-0.418,-0.818,-0.822,0.619,0.804,-0.351,0.53,-0.823,0.863,0.285,-0.866,-0.58,-0.166,0.057,0.893,-0.469,-0.35,0.636,-0.455,0.64
KESQ,255,255,0.0,Weights:,-0.512,-0.167,-0.443,0.816,0.234,0.592,0.678,0.519,-0.266,0.668,0.762,-0.571,-0.625,0.341,-0.086,-0.017,-0.396,0.755,0.694,0.369,0.402,0.749,0.11,-0.83,-0.289,-0.237,0.184,-0.117,-0.595,0.805,0.216,-0.624,0.875,0.338,0.271,0.046,-0.364,0.259,0.186,0.699,-0.038,0.855,-0.184,0.167,-0.889,0.023,-0.044,0.108,0.489,0.203
WIDN,255,255,0.0,Weights:,0.826,0.715,-0.718,-0.209,0.375,-0.424,0.172,-0.465,-0.769,-0.568,-0.54,0.458,-0.812,0.591,0.207,-0.732,0.4,0.689,-0.703,-0.756,-0.833,-0.389,0.671,0.349,0.841,-0.121,-0.305,0.746,0.253,0.87,0.208,0.36,-0.756,0.64,-0.55,-0.287,-0.508,0.019,0.848,0.827,-0.127,-0.634,0.526,-0.153,0.229,0.489,0.164,-0.113,-0.856,0.384
YGFL,255,255,0.0,Weights:,-0.61,0.22,-0.717,0.076,-0.58,-0.797,-0.003,0.582,-0.808,-0.374,-0.848,-0.667,-0.56,-0.818,-0.883,-0.211,-0.892,0.232,0.195,-0.213,-0.17,0.147,-0.141,-0.262,-0.273,-0.672,0.484,0.197,0.042,0.188,0.678,0.23,-0.829,0.609,0.109,0.866,0.32,-0.719,0.596,0.169,0.131,0.627,-0.421,0.765,0.567,-0.87,-0.056,-0.618,-0.053,0.69
QZRW,255,255,0.0,Weights:,0.745,-0.346,0.634,0.157,-0.723,0.462,-0.755,0.251,-0.887,-0.122,-0.4,-0.328,-0.418,-0.449,0.159,-0.738,0.844,0.002,-0.9,0.769,-0.308,-0.845,0.004,-0.859,-0.077,0.237,0.624,-0.33,-0.578,-0.382,0.797,-0.013,-0.423,-0.444,-0.421,-0.108,0.84,0.499,0.665,0.576,0.694,0.484,-0.443,-0.218,0.605,-0.683,0.07,0.232,0.252,-0.372
YVBI,255,255,0.0,Weights:,-0.402,-0.132,0.585,0.146,0.495,0.201,-0.521,-0.336,-0.32,-0.78,0.118,-0.816,0.459,0.878,-0.476,0.576,0.797,-0.607,-0.21,-0.268,-0.324,-0.248,0.007,0.642,-0.268,-0.497,0.676,-0.415,0.686,0.308,0.505,-0.557,0.861,0.221,-0.776,0.874,-0.579,-0.255,-0.335,0.44,0.779,0.358,-0.549,0.669,-0.86,0.353,0.731,-0.291,0.548,-0.654
MRJO,255,255,0.0,Weights:,0.778,-0.853,-0.592,-0.437,-0.68,0.403,0.374,0.321,0.603,0.718,0.387,-0.144,0.476,0.59,0.362,0.349,0.872,-0.612,0.864,0.758,0.223,0.171,-0.471,-0.741,-0.538,0.183,-0.244,0.666,-0.192,-0.84,-0.073,0.189,-0.759,-0.677,-0.48,-0.018,0.091,-0.659,-0.262,0.871,0.607,-0.315,-0.154,-0.08,0.009,-0.348,0.039,0.065,0.602,-0.028
KLLP,255,255,0.0,Weights:,0.876,-0.527,0.683,-0.037,0.607,-0.148,-0.006,0.286,-0.185,-0.033,0.304,-0.056,0.819,-0.512,-0.493,-0.606,0.467,-0.795,-0.858,0.183,0.818,-0.689,-0.092,0.8,-0.35,-0.785,-0.88,-0.73,0.224,0.551,0.52,0.363,-0.773,0.436,0.211,0.358,0.893,-0.196,0.667,0.651,-0.136,0.16,0.155,-0.135,-0.107,-0.637,-0.351,0.05,-0.243,-0.163
QSBT,255,255,0.0,Weights:,-0.277,-0.464,-0.767,-0.307,-0.027,-0.088,0.172,-0.105,-0.548,0.278,-0.837,0.268,-0.768,-0.03,-0.258,-0.803,0.591,0.655,-0.595,0.427,0.743,0.13,0.355,0.159,0.019,-0.34,0.492,0.516,0.174,0.46,-0.239,0.002,-0.601,-0.613,-0.241,0.22,-0.233,-0.338,0.754,0.447,0.846,0.797,0.458,-0.898,-0.576,-0.828,-0.542,0.792,-0.36,-0.882
LXKP,255,255,0.0,Weights:,0.513,-0.84,-0.544,-0.812,0.317,0.153,0.703,0.243,-0.403,0.007,0.893,-0.859,-0.805,-0.435,0.014,-0.06,-0.613,-0.56,-0.786,-0.79,-0.293,0.23,0.592,0.472,0.535,-0.078,-0.188,-0.708,-0.546,0.729,-0.344,-0.584,-0.554,0.669,-0.022,0.286,0.06,-0.525,0.883,0.678,0.317,-0.245,-0.756,0.3,0.653,0.497,-0.839,0.116,-0.308,0.123
IQPW,255,255,0.0,Weights:,0.354,-0.323,0.305,-0.03,0.145,0.334,-0.56,-0.611,0.389,-0.849,0.541,0.843,-0.086,0.691,-0.278,0.215,0.549,-0.275,-0.476,0.534,0.387,-0.373,0.358,-0.126,0.581,0.281,0.65,-0.438,0.625,-0.255,-0.551,0.777,-0.822,0.775,0.07,-0.597,-0.401,0.123,0.223,-0.411,-0.674,0.315,0.422,-0.035,0.441,0.767,0.818,0.023,-0.859,-0.482
XRAR,255,255,0.0,Weights:,0.351,-0.638,0.759,0.634,-0.135,0.595,-0.331,0.127,0.112,-0.567,0.745,0.074,-0.637,0.057,0.679,0.521,-0.352,-0.836,-0.52,0.043,-0.47,-0.679,-0.543,-0.095,-0.475,0.021,0.731,-0.171,0.084,0.457,0.737,-0.284,-0.739,0.806,-0.835,0.574,0.663,-0.729,0.195,-0.638,0.862,-0.617,0.585,0.884,-0.173,-0.828,-0.201,0.067,-0.804,0.844
KGOY,255,255,0.0,Weights:,0.886,0.139,0.123,0.629,-0.071,-0.138,0.529,-0.529,0.2,-0.675,0.598,-0.157,0.007,-0.555,0.106,-0.159,0.292,-0.139,-0.585,-0.839,-0.253,0.493,-0.445,-0.37,-0.035,0.312,-0.764,-0.403,0.377,-0.327,-0.652,-0.702,0.187,0.173,0.055,0.896,0.419,0.245,-0.474,-0.472,0.39,0.758,0.277,0.325,-0.204,-0.413,-0.754,0.368,0.283,-0.838
EAEJ,255,255,0.0,Weights:,0.331,0.625,0.109,0.694,-0.491,0.595,-0.505,0.897,0.688,0.724,0.131,0.31,0.735,0.161,-0.373,-0.83,-0.705,0.84,0.173,-0.108,-0.443,-0.643,0.577,-0.524,-0.824,-0.877,0.164,-0.119,-0.596,0.221,-0.587,-0.895,0.741,-0.565,0.385,0.24,-0.065,0.332,-0.087,-0.107,-0.129,0.279,0.572,0.57,-0.611,0.003,0.121,-0.827,-0.06,-0.843
ELRQ,255,255,0.0,Weights:,0.703,-0.037,0.622,0.564,-0.315,0.536,-0.317,0.54,-0.173,-0.843,0.032,-0.793,0.826,0.249,-0.221,0.316,0.229,-0.497,0.448,0.496,0.554,-0.319,-0.613,-0.86,-0.253,0.111,-0.099,-0.516,0.059,0.543,0.16,0.4,0.004,-0.377,0.472,0.165,-0.314,0.51,-0.129,0.42,0.672,-0.265,0.764,-0.782,-0.726,-0.871,0.078,-0.898,-0.834,-0.134
WIPN,255,255,0.0,Weights:,0.347,0.732,0.543,0.009,0.65,-0.463,0.147,0.078,-0.115,-0.091,-0.552,-0.137,0.158,0.021,0.472,-0.756,-0.032,-0.409,0.246,0.329,-0.241,0.092,0.134,-0.352,0.666,-0.169,-0.413,-0.076,0.59,0.311,-0.264,-0.587,-0.858,0.578,-0.544,0.815,0.859,0.208,0.474,-0.84,-0.7,0.587,0.754,-0.562,0.723,0.844,0.82,-0.753,-0.588,-0.505
ESIT,255,255,0.0,Weights:,0.059,-0.5,0.892,0.149,0.269,-0.222,-0.594,0.871,0.003,-0.363,-0.04,-0.865,-0.153,0.454,-0.254,-0.501,0.717,0.092,0.699,-0.432,0.661,-0.667,0.172,0.008,0.661,-0.864,-0.8,-0.284,0.815,0.715,-0.049,0.877,-0.789,-0.245,-0.427,-0.439,-0.711,0.25,0.569,-0.069,0.437,-0.796,-0.259,-0.346,0.705,0.054,-0.283,-0.654,0.687,0.806
